ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
Repositioning of tooth,58063,7510300,75103,F08.4,Repositioning of tooth
Repositioning of transposed great arteries,95106,790J000,790J0,K06.1,Repositioning of transposed great arteries
Repositioning of transposed great vessels,33909,7904000,79040,K06.1,Repositioning of transposed great arteries
Repositioning of umbilical cord,47724,7F24200,7F242,R34.8,Other specified other obstetric operations
Reprogramming of neurostimulator adjacent to spinal cord,94085,7042600,70426,A48.5,Reprogramming of spinal cord neurostimulator
Resection of combination of muscles of eye,33729,7232600,72326,C33.7,Resection of combinations of muscles of eye
Resection of concha bullosa,37773,7403700,74037,E04.2,Excision of turbinate of nose NEC
Resection of gastric ulcer by cautery,64710,7612500,76125,G29.8,Other specified open extirpation of lesion of stomach
Resection of heart tumour,94824,7932400,79324,K55.5,Resection of heart tumour
Resection of ileo-colic anastomosis,88651,7644300,76443,G73.4,Resection of ileocolic anastomosis
Resection of ileostomy,66094,7644200,76442,G73.3,Resection of ileostomy
Resection of inferior oblique muscle of eye,20583,7232500,72325,C33.6,Resection of inferior oblique muscle of eye
Resection of inferior rectus muscle of eye,30387,7232300,72323,C33.4,Resection of inferior rectus muscle of eye
Resection of lateral rectus muscle of eye NEC,21336,7232100,72321,C33.2,Resection of lateral rectus muscle of eye NEC
Resection of medial rectus muscle of eye NEC,30557,7232000,72320,C33.1,Resection of medial rectus muscle of eye NEC
Resection of muscle of eye,31105,7232.00,7232,C33,Resection of muscle of eye
Resection of muscle of eye NOS,34418,7232z00,7232z,C33.9,Unspecified resection of muscle of eye
Resection of rib and open drainage of pleural cavity,31000,7H05000,7H050,T08.1,Resection of rib and open drainage of pleural cavity
Resection of segment of liver,26412,7801200,78012,J02.3,Resection of segment of liver
Resection of superior oblique muscle of eye,50743,7232400,72324,C33.5,Resection of superior oblique muscle of eye
Resection of superior rectus muscle of eye,50618,7232200,72322,C33.3,Resection of superior rectus muscle of eye
Reshaping of cranium,93680,7J05.00,7J05.,V04,Reshaping of cranium
Reshaping of cranium NOS,93858,7J05z00,7J05z,V04.9,Unspecified reshaping of cranium
Resiting of colostomy,109178,771W.00,771W.,H32.1,Resiting of colostomy
Resiting of ileostomy,108440,7646500,76465,G75.6,Resiting of ileostomy
Resiting of lead of cardiac pacemaker system NEC,42011,7937100,79371,K61.2,Resiting of lead of cardiac pacemaker system NEC
Resiting of lead of cardioverter defibrillator,85084,793F200,793F2,K59.3,Resiting of lead of cardioverter defibrillator
Resiting of lead of intravenous pacemaker system,52348,7936100,79361,K60.2,Resiting of lead of intravenous cardiac pacemaker system
Resiting of lead of subcutaneous cardioverter defibrillator,113413,793P100,793P1,K72.2,Resiting of lead of subcutaneous cardioverter defibrillator
Resiting of prosthesis in organ NOC,63624,7M02200,7M022,Y03.4,Other resiting of prosthesis in organ NOC
Respiratory education,51476,745G.00,745G.,E97,Respiratory education
Respiratory education NOS,103920,745Gz00,745Gz,E97.9,Unspecified respiratory education
Respiratory measurements,64426,745C.00,745C.,E93,Respiratory measurements
Respiratory measurements NOS,93838,745Cz00,745Cz,E93.9,Unspecified respiratory measurements
Respiratory syncytial virus prevention drugs Band 1,94024,7Q05400,7Q054,X86.5,Respiratory syncytial virus prevention drugs Band 1
Respiratory tests,69289,745B.00,745B.,E92,Respiratory tests
Respiratory tests NOS,91441,745Bz00,745Bz,E92.9,Unspecified respiratory tests
Restoration of crown of tooth NEC,20141,7515200,75152,F13.3,Restoration of crown of tooth NEC
Restoration of part of tooth using filling NEC,5641,7515400,75154,F13.5,Restoration of part of tooth using filling NEC
Restoration of part of tooth using inlay NEC,61061,7515300,75153,F13.4,Restoration of part of tooth using inlay NEC
Restoration of tooth,41218,7515.00,7515,F13,Restoration of tooth
Restoration of tooth NOS,57003,7515z00,7515z,F13.9,Unspecified restoration of tooth
Resurfacing arthroplasty,25769,7K69300,7K693,W58.9,Unspecified other reconstruction of joint
Resurfacing hemiarthroplasty of head of humerus NEC,85978,7K42300,7K423,W51.5,Resurfacing hemiarthroplasty of head of humerus NEC
Resurfacing hemiarthroplasty of head of humerus using cement,85973,7K40300,7K403,W49.4,Resurfacing hemiarthroplasty of head of humerus using cement
Resurfacing of joint,10943,7K69311,7K693,W58.9,Unspecified other reconstruction of joint
Resurfacing of joint,10943,7K69311,7K69.,W58,Other reconstruction of joint
Resurfacing of joint,7788,7K69.12,7K693,W58.9,Unspecified other reconstruction of joint
Resurfacing of joint,7788,7K69.12,7K69.,W58,Other reconstruction of joint
Resuture of organ NOC,38394,7M0J500,7M0J5,Y25.2,Resuture of organ NOC
Resuture of previous incision of anterior abdominal wall NEC,23796,7H19200,7H192,T28.3,Resuture of previous incision of anterior abdominal wall
Resuture of previous incision of chest wall,57746,7H03100,7H031,T05.2,Resuture of previous incision of chest wall
Resuture of skin NEC,24319,7G21300,7G213,S42.4,Resuture of skin NEC
Resuture of skin of head or neck,44738,7G20300,7G203,S41.4,Resuture of skin of head or neck
Resuture of skin or subcutaneous tissue NEC,9516,7G21311,7G213,S42.4,Resuture of skin NEC
Retinal disorder drugs Band 1,113901,7Q0C200,7Q0C2,X93.3,Retinal disorder drugs Band 1
Retinal vascular sheathotomy,98043,7273400,72734,C84.4,Retinal vascular sheathotomy
Retinopexy NEC,58807,7279400,72794,C85.5,Retinopexy NEC
Retinopexy using cryotherapy,72961,7279000,72790,C85.1,Retinopexy using cryotherapy
Retinopexy using diathermy,89720,7279100,72791,C85.2,Retinopexy using diathermy
Retinopexy using mechanical tacks,104527,7279200,72792,C85.3,Retinopexy using mechanical tacks
Retinopexy using tissue adhesive,105013,7279300,72793,C85.4,Retinopexy using tissue adhesive
Retinotomy NEC,90269,7273600,72736,C84.6,Retinotomy NEC
Retro-punctal cautery,57496,721B511,721B5,C22.6,Epilation of eyelash
Retrobulbar anaesthetic,109268,727D400,727D4,C90.5,Retrobulbar anaesthetic
Retrobulbar injection into orbit,93465,7206311,72063,C08.4,Retrobulbar injection into orbit
Retrograde bulb ureteropyelography,40626,7B1B600,7B1B6,M30.1,Endoscopic retrograde pyelography
Retrograde catheter ureteropyelography,21545,7B1B500,7B1B5,M30.1,Endoscopic retrograde pyelography
Retrograde pyelogram,101160,7B1B511,7B1B5,M30.1,Endoscopic retrograde pyelography
Retroocular injection into orbit,28204,7206300,72063,C08.4,Retrobulbar injection into orbit
Retropubic prostatectomy,645,7B36100,7B361,M61.2,Retropubic prostatectomy
Retropubic suspension of bladder neck,12737,7B31100,7B311,M52.2,Retropubic suspension of neck of bladder
Retropunctal cautery,5355,7215300,72153,C11.2,Destruction of lesion of canthus
Revascularisation for impotence,37391,7A6G000,7A6G0,L97.1,Revascularisation for impotence
Revascularisation of wall of heart,12743,790H300,790H3,K23.4,Revascularisation of wall of heart
Reversal of duodenal switch,102948,7642600,76426,G71.7,Reversal of duodenal switch
Reversal of ileostomy,102364,7646211,76462,G75.3,Closure of ileostomy
Reversal of operation NOC,7463,7M31300,7M313,Y71.3,Revisional operations NOC
Reversal of vasectomy - unilateral,21139,7C12400,7C124,N18.8,Other specified repair of spermatic cord
Reversal of vasectomy - unspecified,3899,7C12000,7C120,N18.1,Reversal of bilateral vasectomy
Reverse passive transfer test for solar urticaria,93227,7P16400,7P164,U28.5,Reverse passive transfer test for solar urticaria
Revision alar-transverse fusion,48074,7J35400,7J354,V39.8,Other specified revisional fusion of joint of spine
Revision allograft augmentation extra-articular ligament,112204,7K6QB00,7K6QB,W74.3,Reconstruction of extra-articular ligament NEC
Revision allograft replacement extra-articular ligament,113262,7K6N400,7K6N4,W72.6,Prosthetic replacement of extra-articular ligament NEC
Revision anterior excision cervical disc and fusion,71283,7J21300,7J213,V30.4,Revisional anterior excision of cervical intervertebral disc and interbody fusion of joint of cervical spine
Revision arthrodesis of toe joint,30624,7K6E200,7K6E2,W59.6,Revision of fusion of joint of toe
Revision arthroscopic allograft ligament augmentation,107766,7K6WM00,7K6WM,W84.8,Other specified therapeutic endoscopic operations on other joint structure
Revision arthroscopic allograft ligament replacement,63607,7K6WH00,7K6WH,W84.8,Other specified therapeutic endoscopic operations on other joint structure
Revision arthroscopic autograft ligament replacement,98053,7K6WG00,7K6WG,W84.8,Other specified therapeutic endoscopic operations on other joint structure
Revision arthroscopic ligament repair,62967,7K6WD00,7K6WD,W84.8,Other specified therapeutic endoscopic operations on other joint structure
Revision arthroscopic prosthetic ligament replacement,105969,7K6WF00,7K6WF,W84.8,Other specified therapeutic endoscopic operations on other joint structure
Revision autograft replacement extra-articular ligament,109798,7K6PA00,7K6PA,W74.3,Reconstruction of extra-articular ligament NEC
Revision cemented hemiarthroplasty of hip,38942,7K23200,7K232,W46.3,Revision of prosthetic replacement of head of femur using cement
Revision cemented hemiarthroplasty of shoulder,36376,7K40200,7K402,W49.3,Revision of prosthetic replacement of head of humerus using cement
Revision cemented total ankle replacement,97047,7K80200,7K802,O32.3,Revision of total prosthetic replacement of ankle joint NEC
Revision cemented total elbow replacement,42112,7K70200,7K702,O21.3,Revision of total prosthetic replacement of elbow joint using cement
Revision cemented total hip replacement,8895,7K20200,7K202,W37.3,Revision of total prosthetic replacement of hip joint using cement
Revision cemented total knee replacement,10553,7K30200,7K302,W40.3,Revision of total prosthetic replacement of knee joint using cement
Revision cemented total replacement of joint NEC,20667,7K60200,7K602,W43.3,Revision of total prosthetic replacement of joint using cement NEC
Revision cemented total shoulder replacement,52516,7K43200,7K432,W43.3,Revision of total prosthetic replacement of joint using cement NEC
Revision coverage of amputation stump,3780,7L09300,7L093,X12.4,Revision of coverage of amputation stump
Revision decompression and fusion thoracic spine,60851,7J24700,7J247,V32.8,Other specified revisional excision of thoracic intervertebral disc
Revision decompression thoracic spine,98055,7J24800,7J248,V32.8,Other specified revisional excision of thoracic intervertebral disc
Revision extended posterior decompression lumbar spine NEC,70877,7J31100,7J311,V26.2,Revisional extended decompression of lumbar spine NEC
Revision extraarticular arthrodesis NEC,55139,7K6A100,7K6A1,W60.2,Revision of arthrodesis and extra-articular bone graft NEC
Revision hybrid hemiarthroplasty of shoulder NEC,65469,7K42200,7K422,W51.3,Revision of prosthetic replacement of head of humerus NEC
Revision hybrid total elbow replacement,67726,7K72200,7K722,O21.3,Revision of total prosthetic replacement of elbow joint using cement
Revision hybrid total knee replacement NEC,42259,7K32211,7K322,W42.3,Revision of total prosthetic replacement of knee joint NEC
Revision hybrid total replacement other joint NEC,39684,7K62200,7K622,W45.3,Revision of total prosthetic replacement of joint NEC
Revision hybrid unicompartmental knee replacement,38073,7K39200,7K392,W54.3,Revision of prosthetic replacement of articulation of bone NEC
Revision intertransverse fusion of lumbar spine NEC,97569,7J35200,7J352,V39.5,Revisional intertransverse fusion of joint of lumbar spine NEC
Revision intraarticular arthrodesis,87110,7K6B400,7K6B4,W61.2,Revision of arthrodesis and articular bone graft NEC
Revision of anastomosis between lacrimal gland and nose,39847,7221400,72214,C25.5,Revision of anastomosis between lacrimal apparatus and nose
Revision of anastomosis from aorta to pulmonary artery,112733,7A04500,7A045,L06.6,Revision of anastomosis to pulmonary artery from aorta
Revision of anastomosis of common bile duct,94506,7823300,78233,J30.4,Revision of anastomosis of common bile duct
Revision of anastomosis of gall bladder,68187,7811400,78114,J19.5,Revision of anastomosis of gall bladder
Revision of anastomosis of hepatic duct,95078,7822200,78222,J29.3,Revision of anastomosis of hepatic duct
Revision of anastomosis of ileum,50403,7644000,76440,G73.1,Revision of anastomosis of ileum
Revision of anastomosis of oesophagus NEC,94362,7605100,76051,G06.2,Revision of anastomosis of oesophagus NEC
Revision of anastomosis of pancreatic duct,100384,7835400,78354,J59.5,Revision of anastomosis of pancreatic duct
Revision of anastomosis of stomach to duodenum,73406,7614200,76142,G31.3,Revision of anastomosis of stomach to duodenum
Revision of anastomosis of stomach to jejunum NEC,63496,7616100,76161,G33.2,Revision of anastomosis of stomach to jejunum NEC
Revision of anastomosis of stomach to transposed jejunum,100915,7615100,76151,G32.2,Revision of anastomosis of stomach to transposed jejunum
Revision of antireflux operation NOS,67258,760Mz00,760Mz,G25.9,Unspecified revision of antireflux operations
Revision of antireflux operations,51400,760M.00,760M.,G25,Revision of antireflux operations
Revision of arthrodesis,12133,7K6D.11,7K6D.,W63,Revisional fusion of other joint
Revision of arthrodesis and articular bone graft NEC,51579,7K6B100,7K6B1,W61.2,Revision of arthrodesis and articular bone graft NEC
Revision of arthrodesis and external fixation NEC,72083,7K6D100,7K6D1,W63.2,Revision of arthrodesis and external fixation NEC
Revision of arthrodesis and internal fixation NEC,70719,7K6D000,7K6D0,W63.1,Revision of arthrodesis and internal fixation NEC
Revision of arthrodesis NEC,42252,7K6D200,7K6D2,W63.9,Unspecified revisional fusion of other joint
Revision of bladder neck sphincter in female,37569,7B33612,7B336,M55.4,Maintenance of prosthetic collar around outlet of female bladder
Revision of bleb NEC following glaucoma surgery,88595,7259200,72592,C65.3,Revision of bleb NEC
Revision of bypass for coronary artery,33461,7924.00,7924,K44.2,Revision of replacement of coronary artery
Revision of bypass for coronary artery NOS,57634,7924z00,7924z,K44.2,Revision of replacement of coronary artery
Revision of bypass for four or more coronary arteries,101569,7924300,79243,K44.2,Revision of replacement of coronary artery
Revision of bypass for one coronary artery,52938,7924000,79240,K44.2,Revision of replacement of coronary artery
Revision of bypass for three coronary arteries,31540,7924200,79242,K44.2,Revision of replacement of coronary artery
Revision of bypass for two coronary arteries,67554,7924100,79241,K44.2,Revision of replacement of coronary artery
Revision of cardiac conduit NEC,56572,790E500,79000000,K19.6,Revision of cardiac conduit NEC
Revision of carpal tunnel release,97195,705A100,705A1,A69.2,Revision of carpal tunnel release
Revision of cerebroventricular shunt NEC,34739,7012400,70124,A14.2,Revision of cerebroventricular shunt NEC
Revision of circumcision,8733,7C24900,7C249,N30.3,Circumcision
Revision of closure of defect of atrioventricular septum,39885,7906500,79065,K09.6,Revision of repair of defect of atrioventricular septum
Revision of closure of defect of interatrial septum,70424,7907400,79074,K10.5,Revision of repair of defect of interatrial septum
Revision of closure of defect of interventricular septum,105759,7908400,79084,K11.5,Revision of repair of defect of interventricular septum
Revision of connection of thoracic artery to coronary artery,114714,7924400,79244,K45.6,Revision of connection of thoracic artery to coronary artery
Revision of correction of patent ductus arteriosus,63163,7A01300,7A013,L02.4,Revision of correction of patent ductus arteriosus
Revision of correction of tetralogy of Fallot,70857,7902300,79023,K04.4,Revision of repair of tetralogy of Fallot
Revision of cranioplasty NEC,57436,7J00400,7J004,V01.5,Revision of cranioplasty NEC
Revision of dermofasciectomy,97286,7H3A100,7H3A1,T56.2,Revision of dermofasciectomy
Revision of digital fasciectomy,90606,7H32900,7H329,T52.6,Revision of digital fasciectomy
Revision of excision arthroplasty,33498,7K68200,7K682,W57.3,Revision of excision arthroplasty of joint
Revision of fixtures for attachment of nasal prosthesis,103267,740B300,740B3,E11.4,Revision of fixtures for attachment of nasal prosthesis
Revision of flap of skin to head or neck,34074,7G1C200,7G1C2,S30.3,Revision of flap of skin to head or neck
Revision of fundoplication of stomach,18741,760M000,760M0,G25.1,Revision of fundoplication of stomach
Revision of hybrid total hip replacement NEC,66363,7K22211,7K205,W37.3,Revision of total prosthetic replacement of hip joint using cement
Revision of hybrid total hip replacement NEC,66363,7K22211,7K222,W39.3,Revision of total prosthetic replacement of hip joint NEC
Revision of hybrid total hip replacement NEC,55662,7K20500,7K205,W37.3,Revision of total prosthetic replacement of hip joint using cement
Revision of hybrid total hip replacement NEC,55662,7K20500,7K222,W39.3,Revision of total prosthetic replacement of hip joint NEC
Revision of ileoanal pouch,91866,773E100,7730,H47,Excision of anus
Revision of ileoanal pouch,91866,773E100,7730,H66.2,Revision of ileoanal pouch
Revision of implantation of prosthetic heart,70105,7901400,79014,K02.5,Revision of implantation of prosthetic heart
Revision of implantation of thoracic artery into heart,63153,7924500,79245,K46.5,Revision of implantation of thoracic artery into heart
Revision of interposition anastomosis of oesophagus,68017,7605000,76050,G06.1,Revision of interposition anastomosis of oesophagus
Revision of interposition arthroplasty NEC,40273,7K67200,7K672,W56.3,Revision of interposition arthroplasty of joint NEC
Revision of lumbar fusion NOS,45497,7J35z00,7J35z,V39.9,Unspecified revisional fusion of joint of spine
Revision of mammoplasty,36851,7134300,71343,B31.4,Revision of mammoplasty
Revision of mastoidectomy,12893,7310500,73105,D10.6,Revision of mastoidectomy
Revision of microvascular vessel anastomosis,105347,7A6R400,7A6R4,L98.5,Revision of microvascular vessel anastomosis
Revision of myringoplasty,31381,7312100,73121,D14.3,Revision of tympanoplasty
Revision of nephrostomy tube,67509,7B0C114,7B0C1,M16.2,Maintenance of drainage tube of kidney
Revision of palmar fasciectomy,43740,7H32100,7H321,T52.2,Revision of palmar fasciectomy
Revision of penile prosthesis,61606,7C23113,7C231,N29.2,Attention to prosthesis in penis
Revision of plantar fasciectomy,61460,7H32300,7H323,T52.4,Revision of plantar fasciectomy
Revision of plastic repair of aorta,105136,7A18400,7A184,L23.5,Revision of plastic repair of aorta
Revision of plastic repair of aortic valve,45256,7915100,79151,K30.2,Revision of plastic repair of aortic valve
Revision of plastic repair of mitral valve,17257,7915000,79150,K30.1,Revision of plastic repair of mitral valve
Revision of plastic repair of pulmonary valve,39972,7915300,79153,K30.4,Revision of plastic repair of pulmonary valve
Revision of plastic repair of tricuspid valve,61427,7915200,79152,K30.3,Revision of plastic repair of tricuspid valve
Revision of plastic repair of valve of heart,41169,7915.00,7915,K30,Revision of plastic repair of valve of heart
Revision of plastic repair of valve of heart NOS,105159,7915z00,7915z,K30.9,Unspecified revision of plastic repair of valve of heart
Revision of primary closure of cleft lip,24026,7502100,75021,F03.2,Revision of primary closure of cleft lip
Revision of prosthesis for breast,10218,7133100,71331,B30.2,Revision of prosthesis for breast
Revision of prosthesis of abdominal aorta NEC,65813,7A17200,7A172,L22.3,Revision of prosthesis of abdominal aorta NEC
Revision of prosthesis of bifurcation of aorta,66316,7A17100,7A171,L22.2,Revision of prosthesis of bifurcation of aorta
Revision of prosthetic collar around female bladder neck,98678,7B33212,7B332,M55.4,Maintenance of prosthetic collar around outlet of female bladder
Revision of prosthetic hemiarthroplasty of hip NEC,27660,7K25200,7K252,W48.3,Revision of prosthetic replacement of head of femur NEC
Revision of prosthetic interposition arthroplasty,33466,7K66100,7K661,W55.2,Revision of prosthetic interposition arthroplasty of joint
Revision of prosthetic replacement for eyeball,49965,7203100,72031,C04.2,Revision of prosthetic replacement for eyeball
Revision of prosthetic replacement for lens,38412,7267100,72671,C75.2,Revision of prosthetic replacement for lens
Revision of prosthetic replacement for orbit,53431,7203000,72030,C04.1,Revision of prosthetic replacement for orbit
Revision of pyeloplasty,68303,7B04100,7B041,M05.2,Open revision of pyeloplasty
Revision of pyloroplasty,66900,761B300,761B3,G40.4,Revision of pyloroplasty
Revision of reconstruction involving aorta,54071,7A50000,7A500,L65.1,Revision of reconstruction involving aorta
Revision of reconstruction involving femoral artery,18038,7A50200,7A502,L65.3,Revision of reconstruction involving femoral artery
Revision of reconstruction involving iliac artery,49273,7A50100,7A501,L65.2,Revision of reconstruction involving iliac artery
Revision of reconstruction of artery,20657,7A50.00,7A50.,L65,Revision of reconstruction of artery
Revision of reconstruction of artery NOS,73053,7A50z00,7A50z,L65.9,Unspecified revision of reconstruction of artery
Revision of reconstruction of bone,23856,7K1B400,7K1B4,W17.5,Revision of reconstruction of bone
Revision of reconstruction of breast,9087,7132400,71324,B29.5,Revision of reconstruction of breast
Revision of reconstruction of popliteal artery,65286,7A50300,7A503,L65.8,Other specified revision of reconstruction of artery
Revision of release of peripheral nerve,43819,705A.00,705A.,A69,Revision of release of peripheral nerve
Revision of release of peripheral nerve NOS,99254,705Az00,705Az,A69.9,Unspecified revision of release of peripheral nerve
Revision of repair of cleft palate,20542,7525100,75251,F29.2,Revision of repair of cleft palate
Revision of repair of mouth NEC,20476,7534000,75340,F40.1,Revision of repair of mouth NEC
Revision of resurfacing arthroplasty,28784,7K69100,7K691,W58.2,Revision of resurfacing arthroplasty of joint
Revision of skin flap NEC,37642,7G1D200,7G1D2,S31.3,Revision of flap of skin NEC
Revision of sphincter around male bladder neck,98023,7B38612,7B386,M64.4,Maintenance of prosthetic collar around outlet of male bladder
Revision of stapedectomy,19159,7315100,73151,D17.2,Revision of stapedectomy
Revision of tarsal tunnel release,106070,705A200,705A2,A69.3,Revision of tarsal tunnel release
Revision of tarsorrhaphy,37360,7216400,72164,C16.5,Revision of tarsorrhaphy
Revision of tenolysis,38511,7H45100,7H451,T69.2,Revision of tenolysis
Revision of total knee replacement NEC,11847,7K32200,7K322,W42.3,Revision of total prosthetic replacement of knee joint NEC
Revision of total prosthetic replacement of ankle joint,108752,7K83200,7K832,O32.3,Revision of total prosthetic replacement of ankle joint NEC
Revision of total prosthetic replacement of elbow joint NEC,101996,7K73200,7K732,O23.3,Revision of total prosthetic replacement of elbow joint NEC
Revision of total prosthetic replacement of hip joint NEC,2032,7K22200,7K222,W39.3,Revision of total prosthetic replacement of hip joint NEC
Revision of tracheostomy,40270,7443300,74433,E42.4,Revision of tracheostomy
Revision of transplantation of heart NEC,93844,7901500,79015,K02.6,Revision of transplantation of heart NEC
Revision of tympanoplasty,28289,7316200,73162,D14.3,Revision of tympanoplasty
Revision of ureteric anastomosis,57914,7B13400,7B134,M21.5,Revision of anastomosis of ureter NEC
Revision of ureterostomy stoma,56755,7B11411,7B114,M19.5,Revision of ureterostomy stoma
Revision of urinary diversion,31878,7B11200,7B112,M19.3,Revision of urinary diversion
Revision of urostomy stoma,10671,7B11400,7B114,M19.5,Revision of ureterostomy stoma
Revision of valved cardiac conduit,86374,790D400,790D4,K18.5,Revision of valved cardiac conduit
Revision open allograft replacement intra-articular ligament,92997,7K6N700,7K6N7,W72.4,Prosthetic replacement of intra-articular ligament NEC
Revision open autograft replacement intra-articular ligament,112857,7K6PH00,7K6PH,W74.2,Reconstruction of intra-articular ligament NEC
Revision open reattachment intra-articular ligament,102722,7K6PG00,7K6PG,W75.2,Open repair of intra-articular ligament NEC
Revision open repair intra-articular ligament,54187,7K6RA00,7K6RA,W75.2,Open repair of intra-articular ligament NEC
Revision pinnaplasty,25476,7302214,73022,D03.3,Pinnaplasty
Revision posterior decompression cervical cord,58057,7J26200,7J262,V23.8,Other specified revisional decompression operations on cervical spine
Revision posterior decompression cervical cord and fusion,103233,7J26300,7J263,V23.8,Other specified revisional decompression operations on cervical spine
Revision posterior decompression lumbar spine,50277,7J31300,7J313,V26.4,Revisional posterior laminectomy decompression of lumbar spine
Revision posterior decompression lumbar spine and fusion,48816,7J31200,7J312,V26.3,Revisional posterior decompression of lumbar spine and intertransverse fusion of joint of lumbar spine
Revision posterior fusion of lumbar spine,58799,7J35000,7J350,V39.3,Revisional posterior interlaminar fusion of joint of lumbar spine
Revision posterior interlaminar fusion of lumbar spine,56549,7J35011,7J350,V39.3,Revisional posterior interlaminar fusion of joint of lumbar spine
Revision posterior laminectomy decompression lumbar spine,28752,7J31311,7J313,V26.4,Revisional posterior laminectomy decompression of lumbar spine
Revision posterolateral fusion lumbar spine,44882,7J35300,7J353,V39.8,Other specified revisional fusion of joint of spine
Revision reattachment extra-articular ligament,66598,7K6P900,7K6P9,W75.3,Open repair of extra-articular ligament NEC
Revision repair extra-articular ligament,58680,7K6RC00,7K6RC,W75.3,Open repair of extra-articular ligament NEC
Revision repair of rotator cuff,39556,7H53400,7H534,T79.3,Revisional repair of rotator cuff NEC
Revision to bedrest stabilisation of spinal fracture,100161,7J42C00,7J42C,V45.8,Other specified other reduction of fracture of spine
Revision to closed reduction of dislocation alone,95856,7K6H500,7K6H5,W67.6,Remanipulation of traumatic dislocation of joint
Revision to closed reduction of fracture alone,35052,7K1LX00,7K1LX,W26.4,Remanipulation of fracture of bone NEC
Revision to closed reduction of fracture and wire fixation,44899,7K1JL00,7K1JL,O17.9,Unspecified secondary closed reduction of fracture of bone and internal fixation
Revision to closed reduction of fracture dislocation alone,35866,7K6H400,7K6H4,W67.5,Remanipulation of fracture dislocation of joint
Revision to collar stabilisation of spinal fracture,58589,7J42D00,7J42D,V45.8,Other specified other reduction of fracture of spine
Revision to external fixation of fracture,12165,7K1KB00,7K1KB,W25.1,Closed reduction of fracture of bone and fixation to skeleton HFQ
Revision to functional bracing of fracture,96903,7K1KA00,7K1KA,W25.2,Closed reduction of fracture of bone and fixation using functional bracing system
Revision to open reduction fracture dislocation alone,99297,7K6HX00,7K6HX,W67.3,Secondary open reduction of fracture dislocation of joint NEC
Revision to open reduction of dislocation alone,62666,7K6HF00,7K6HF,W67.4,Secondary open reduction of traumatic dislocation of joint NEC
Revision to open reduction of fracture alone,57626,7K1H900,7K1H9,W23.9,Unspecified secondary open reduction of fracture of bone
Revision to open reduction of fracture and external fixation,59716,7K1HE00,7K1HE,W23.5,Secondary open reduction of fracture of bone and external fixation HFQ
Revision to open reduction of fracture and skeletal traction,108001,7K1HD00,7K1HD,W23.4,Secondary open reduction of fracture of bone and skeletal traction HFQ
Revision to open reduction of fracture and skin traction,113408,7K1HC00,7K1HC,W23.8,Other specified secondary open reduction of fracture of bone
Revision to open reduction of fracture of bone,54959,7K1H.11,7K1H.,W23,Secondary open reduction of fracture of bone
Revision to wire fixation of fracture,30748,7K1JJ00,7K1JJ,W24.8,Other specified closed reduction of fracture of bone and internal fixation
Revision uncemented hemiarthroplasty of hip,41184,7K24200,7K242,W47.3,Revision of prosthetic replacement of head of femur not using cement
Revision uncemented hemiarthroplasty of shoulder,64490,7K41200,7K412,W50.3,Revision of prosthetic replacement of head of humerus not using cement
Revision uncemented total elbow replacement,69531,7K71200,7K712,O22.3,Revision of total prosthetic replacement of elbow joint not using cement
Revision uncemented total hip replacement,29101,7K21200,7K212,W38.3,Revision of total prosthetic replacement of hip joint not using cement
Revision uncemented total knee replacement,41545,7K31200,7K312,W41.3,Revision of total prosthetic replacement of knee joint not using cement
Revision uncemented total replacement ankle joint,95144,7K81200,7K812,O32.3,Revision of total prosthetic replacement of ankle joint NEC
Revision uncemented total replacement of joint NEC,49170,7K61200,7K612,W44.3,Revision of total prosthetic replacement of joint not using cement NEC
Revision uncemented total shoulder replacement,100818,7K44200,7K442,W44.3,Revision of total prosthetic replacement of joint not using cement NEC
Revisional anterior excision of lumbar disc and fusion,31025,7J33200,7J332,V34.3,Revisional anterior excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine
Revisional anterior excision of lumbar disc NEC,113590,7J33300,7J333,V34.4,Revisional anterior excision of lumbar intervertebral disc NEC
Revisional decompression of cervical spine NOS,68593,7J26z00,7J26z,V23.9,Unspecified revisional decompression operations on cervical spine
Revisional decompression of spinal cord NEC,66346,7J4A200,7J4A2,V27.3,Revisional decompression of spinal cord NEC
Revisional decompression of thoracic spinal cord NEC,88200,7J24C00,7J24C,V24.3,Revisional decompression of thoracic spinal cord NEC
Revisional decompression operation on lumbar spine NOS,51201,7J31z00,7J31z,V26.9,Unspecified revisional decompression operations on lumbar spine
Revisional decompression operations on cervical spine,23799,7J26.00,7J26.,V23,Revisional decompression operations on cervical spine
Revisional decompression operations on lumbar spine,5011,7J31.00,7J31.,V26,Revisional decompression operations on lumbar spine
Revisional excision of cervical intervertebral disc NOS,28002,7J21z00,7J21z,V30.9,Unspecified revisional excision of cervical intervertebral disc
Revisional excision of intervertebral disc NEC,28578,7J40600,7J406,V35.2,Revisional excision of intervertebral disc NEC
Revisional excision of lumbar intervertebral disc,36708,7J33.11,7J33.,V34,Revisional excision of lumbar intervertebral disc
Revisional excision of lumbar intervertebral disc NOS,48044,7J33z00,7J33z,V34.9,Unspecified revisional excision of lumbar intervertebral disc
Revisional excision of thoracic intervertebral disc NEC,63160,7J24600,7J246,V32,Revisional excision of thoracic intervertebral disc
