Condition,Prodcode,ProductName,Gemscriptcode
Painful conditions,47555,Morphine sulfate 10mg/10ml solution for injection Minijet pre-filled syringes (UCB Pharma Ltd),90411020
Painful conditions,47671,Diamorphine hydrochloride 10mg Injection (Approved Prescription Services Ltd),54713020
Painful conditions,47672,Diamorphine hydrochloride 30mg Injection (Hillcross Pharmaceuticals Ltd),49498020
Painful conditions,47753,Morphine 90mg modified-release capsules,96061020
Painful conditions,47759,Fentanyl 400micrograms/dose nasal spray,98961020
Painful conditions,47816,Tenoxicam 20mg Tablet (Sovereign Medical Ltd),66615020
Painful conditions,47820,Voltarol Pain-eze Extra Strength 25mg tablets (Novartis Consumer Health UK Ltd),164021
Painful conditions,47834,Paracetamol 500mg soluble tablets (Actavis UK Ltd),67565020
Painful conditions,47847,Co-codamol 30mg/500mg capsules (Zentiva),73826020
Painful conditions,47854,Tramadol (roi) Tablet,92639020
Painful conditions,47867,Morphine 150mg modified-release capsules,96069020
Painful conditions,47919,Codeine phosphate 15mg Tablet (Wockhardt UK Ltd),76335020
Painful conditions,47949,Morphine 120mg modified-release capsules,96067020
Painful conditions,47952,Codeine phosphate 30mg Tablet (Wockhardt UK Ltd),76338020
Painful conditions,47964,Entonox cylinders size D (BOC Ltd),936021
Painful conditions,47985,M-eslon 10mg Capsule (Trinity Pharmaceuticals Ltd),79715020
Painful conditions,48004,Codeine 30mg tablets (Ranbaxy (UK) Ltd),60100020
Painful conditions,48059,Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd),77150020
Painful conditions,48062,Ibuprofen 200mg Tablet (Wockhardt UK Ltd),78798020
Painful conditions,48064,Ketamine 100mg/5ml Oral solution (Martindale Pharmaceuticals Ltd),73545020
Painful conditions,48084,Ibuprofen 200mg/5ml oral suspension,94572020
Painful conditions,48090,Tramadol 200mg modified-release tablets (A A H Pharmaceuticals Ltd),70246020
Painful conditions,48128,Pethidine 100mg/2ml solution for injection ampoules (Martindale Pharmaceuticals Ltd),72883020
Painful conditions,48129,Paracetamol 120mg/5ml oral suspension paediatric sugar free (Vantage),76615020
Painful conditions,48133,Dihydrocodeine 30mg tablets (Almus Pharmaceuticals Ltd),75444020
Painful conditions,48136,Codeine 15mg tablets (Almus Pharmaceuticals Ltd),78547020
Painful conditions,48138,Ibuprofen 200mg tablets (Aspar Pharmaceuticals Ltd),68817020
Painful conditions,48148,Pethidine 100mg/2ml solution for injection ampoules (Actavis UK Ltd),72877020
Painful conditions,48153,Codeine 60mg tablets (Actavis UK Ltd),49479020
Painful conditions,48157,Paracetamol 120mg/5ml oral suspension paediatric sugar free (A A H Pharmaceuticals Ltd),68014020
Painful conditions,48158,Diamorphine 5mg powder for solution for injection vials (Teva UK Ltd),76863020
Painful conditions,48178,Panadol Extra Advance 500mg/65mg tablets (GlaxoSmithKline Consumer Healthcare),99604020
Painful conditions,48253,Lyrica 150mg capsules (Lexon (UK) Ltd),10912020
Painful conditions,48259,Diamorphine 5mg powder for solution for injection ampoules,4421020
Painful conditions,48295,Paracetamol 250mg/5ml oral suspension sugar free,4271020
Painful conditions,48301,Paracetamol 120mg/5ml oral suspension paediatric,4237020
Painful conditions,48311,Co-codamol 30mg/500mg caplets (Kent Pharmaceuticals Ltd),4312020
Painful conditions,48326,Ibuprofen 100mg/5ml oral suspension sugar free,8170020
Painful conditions,48330,Paracetamol 250mg/5ml oral suspension 5ml sachets sugar free,14742020
Painful conditions,48354,Paracetamol 120mg/5ml oral suspension paediatric sugar free,4259020
Painful conditions,48413,Diamorphine 5mg powder for solution for injection vials,36812020
Painful conditions,48434,Diamorphine 10mg powder for solution for injection ampoules,4424020
Painful conditions,48444,Calpol Infant 120mg/5ml oral suspension sugar free (McNeil Products Ltd),4262020
Painful conditions,48483,Diamorphine 30mg powder for solution for injection ampoules,4428020
Painful conditions,48526,Paracetamol 1g suppositories,20981020
Painful conditions,48535,Paracetamol 500mg caplets (Rusco Ltd),4213020
Painful conditions,48546,Ibuprofen 400mg caplets (Bristol Laboratories Ltd),8156020
Painful conditions,48561,Calpol Six Plus 250mg/5ml oral suspension sugar free (McNeil Products Ltd),4276020
Painful conditions,48562,Ibuprofen 100mg/5ml oral suspension 5ml sachets sugar free,14177020
Painful conditions,48568,Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc),14108020
Painful conditions,48571,Durogesic DTrans 50micrograms transdermal patches (Waymade Healthcare Plc),9330020
Painful conditions,48597,Paracetamol 500mg caplets (Alliance Healthcare (Distribution) Ltd),4205020
Painful conditions,48604,Morphine sulfate 10mg/1ml solution for injection ampoules,9738020
Painful conditions,48622,Calpol Infant 120mg/5ml oral suspension 5ml sachets sugar free (McNeil Products Ltd),13350020
Painful conditions,48644,Ibuprofen 400mg caplets (Lloyds Pharmacy Ltd),8148020
Painful conditions,48738,Nurofen for Children 100mg/5ml oral suspension orange (Reckitt Benckiser Healthcare (UK) Ltd),8174020
Painful conditions,48775,Co-codamol 30mg/500mg caplets (AMCo),41378020
Painful conditions,48810,Dysman 250 capsules (Ashbourne Pharmaceuticals Ltd),8229020
Painful conditions,48816,Disprol Paracetamol 120mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd),4266020
Painful conditions,48871,Diclofenac potassium 25mg tablets (Accord Healthcare Ltd),77023020
Painful conditions,48880,Diamorphine 10mg powder for solution for injection vials,36806020
Painful conditions,48912,Diamorphine 30mg powder for solution for injection vials,36808020
Painful conditions,48913,Diamorphine 100mg powder for solution for injection ampoules,4433020
Painful conditions,48953,Diamorphine 100mg powder for solution for injection vials,36804020
Painful conditions,48964,Codeine 3mg/5ml linctus paediatric,3080020
Painful conditions,49059,Voltarol 50mg dispersible tablets (Lexon (UK) Ltd),8090020
Painful conditions,49096,Paracetamol 500mg caplets (Lloyds Pharmacy Ltd),4208020
Painful conditions,49105,Paracetamol 500mg caplets (Teva UK Ltd),4207020
Painful conditions,49133,Nurofen for Children 100mg/5ml oral suspension strawberry (Reckitt Benckiser Healthcare (UK) Ltd),8180020
Painful conditions,49219,Calpol Infant 120mg/5ml oral suspension (McNeil Products Ltd),4239020
Painful conditions,49266,Ibuprofen for Children 100mg/5ml oral suspension (Galpharm International Ltd),8183020
Painful conditions,49277,Ibuprofen 200mg caplets (Bristol Laboratories Ltd),8143020
Painful conditions,49314,Paracetamol 120mg/5ml oral suspension 5ml sachets sugar free,13347020
Painful conditions,49323,Marol 150mg modified-release tablets (Teva UK Ltd),4512020
Painful conditions,49324,Marol 100mg modified-release tablets (Teva UK Ltd),4502020
Painful conditions,49417,Paracetamol 500mg caplets (Kent Pharmaceuticals Ltd),4204020
Painful conditions,49432,Calprofen 100mg/5ml oral suspension (McNeil Products Ltd),8177020
Painful conditions,49524,Paracetamol 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),4272020
Painful conditions,49575,Paracetamol 500mg caplets (Vantage),4211020
Painful conditions,49742,OxyContin 5mg modified-release tablets (DE Pharmaceuticals),10627020
Painful conditions,49787,OxyContin 20mg modified-release tablets (Lexon (UK) Ltd),4567020
Painful conditions,49791,OxyNorm 20mg/2ml solution for injection ampoules (Waymade Healthcare Plc),10745020
Painful conditions,49849,Paracetamol 500mg caplets (Phoenix Healthcare Distribution Ltd),4217020
Painful conditions,49940,OxyNorm 5mg capsules (Lexon (UK) Ltd),4549020
Painful conditions,49976,Morphine sulfate 10mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),9739020
Painful conditions,50009,Paracetamol 120mg/5ml oral suspension 5ml sachets,21193020
Painful conditions,50058,Voltarol 50mg dispersible tablets (DE Pharmaceuticals),8086020
Painful conditions,50059,Celebrex 100mg capsules (Necessity Supplies Ltd),8520020
Painful conditions,50095,OxyNorm 5mg capsules (DE Pharmaceuticals),4551020
Painful conditions,50117,Brufen 100mg/5ml syrup (Lexon (UK) Ltd),39329020
Painful conditions,50232,Calpol Six Plus 250mg/5ml oral suspension 5ml sachets sugar free (McNeil Products Ltd),14743020
Painful conditions,50266,Ibuprofen 200mg caplets (The Boots Company Plc),8136020
Painful conditions,50269,Arthrotec 75 gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),8107020
Painful conditions,50314,Brufen 600mg effervescent granules sachets (DE Pharmaceuticals),8169020
Painful conditions,50317,Voltarol 75mg SR tablets (Lexon (UK) Ltd),39887020
Painful conditions,50343,Feldene 0.5% gel (DE Pharmaceuticals),8553020
Painful conditions,50363,Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets strawberry (Reckitt Benckiser Healthcare (UK) Ltd),14181020
Painful conditions,50421,Codeine phosphate 15mg Tablet (Celltech Pharma Europe Ltd),53776020
Painful conditions,50468,Codeine 15mg tablets (Alliance Healthcare (Distribution) Ltd),4397020
Painful conditions,50482,Paracetamol 500mg tablets (DE Pharmaceuticals),4212020
Painful conditions,50504,Numark Paracetamol 500mg capsules (Numark Ltd),4244020
Painful conditions,50513,Morphine sulfate 10mg/1ml solution for injection ampoules (UCB Pharma Ltd),73083020
Painful conditions,50532,Dihydrocodeine 30mg tablets (Bristol Laboratories Ltd),4444020
Painful conditions,50602,Diclofenac potassium 50mg tablets (Alliance Healthcare (Distribution) Ltd),8379020
Painful conditions,50628,Ibuprofen 400mg caplets (The Boots Company Plc),8149020
Painful conditions,50652,Junior Ibuprofen 100mg/5ml oral suspension (Numark Ltd),8173020
Painful conditions,50659,Codeine 60mg tablets (A A H Pharmaceuticals Ltd),49484020
Painful conditions,50671,Fentanyl 12micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd),21754020
Painful conditions,50726,OxyNorm 10mg/1ml solution for injection ampoules (Waymade Healthcare Plc),10748020
Painful conditions,50733,OxyContin 10mg modified-release tablets (Mawdsley-Brooks & Company Ltd),4563020
Painful conditions,50785,Diclofenac sodium 50mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),40590020
Painful conditions,50862,Marol 200mg modified-release tablets (Teva UK Ltd),4522020
Painful conditions,50881,Paracetamol Extra Strength Pain Relief tablets (Galpharm International Ltd),9673020
Painful conditions,50929,Durogesic DTrans 12micrograms transdermal patches (Mawdsley-Brooks & Company Ltd),21756020
Painful conditions,50947,Tramadol 100mg modified-release capsules (Alliance Healthcare (Distribution) Ltd),4527020
Painful conditions,50984,Paracetamol 250mg/5ml oral solution,33456020
Painful conditions,51084,Co-codamol 30mg/500mg capsules (AMCo),4340020
Painful conditions,51099,Voltarol Rapid 50mg tablets (Mawdsley-Brooks & Company Ltd),8377020
Painful conditions,51227,Pregabalin 20mg/ml oral solution sugar free,41880020
Painful conditions,51235,Fentanyl 25micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd),9327020
Painful conditions,51242,Naproxen 500mg tablets (Pfizer Ltd),8251020
Painful conditions,51284,Arcoxia 60mg tablets (Sigma Pharmaceuticals Plc),10595020
Painful conditions,51293,Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd),8380020
Painful conditions,51327,Codeine 30mg tablets (Alliance Healthcare (Distribution) Ltd),4403020
Painful conditions,51339,Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd),40591020
Painful conditions,51343,Voltarol Rapid 25mg tablets (DE Pharmaceuticals),39330020
Painful conditions,51360,Naproxen 250mg tablets (Accord Healthcare Ltd),8246020
Painful conditions,51381,Generic Solpadeine Plus capsules,14677020
Painful conditions,51384,OxyNorm 20mg capsules (DE Pharmaceuticals),4559020
Painful conditions,51595,Calpol Infant 120mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),21194020
Painful conditions,51611,OxyNorm 10mg/1ml solution for injection ampoules (Mawdsley-Brooks & Company Ltd),10749020
Painful conditions,51614,Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd),8135020
Painful conditions,51644,Codeine 30mg tablets (Bristol Laboratories Ltd),4405020
Painful conditions,51769,Nurofen for Children Singles 100mg/5ml oral suspension 5ml sachets orange (Reckitt Benckiser Healthcare (UK) Ltd),14178020
Painful conditions,51789,OxyNorm 10mg capsules (Waymade Healthcare Plc),4552020
Painful conditions,51808,Diclofenac 12.5mg/5ml oral solution,29485020
Painful conditions,51819,Co-codamol 8mg/500mg capsules (Phoenix Healthcare Distribution Ltd),4325020
Painful conditions,51827,Mefenamic acid 500mg tablets (Sigma Pharmaceuticals Plc),8236020
Painful conditions,51828,Ibuprofen 100mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),8175020
Painful conditions,51829,Naproxen 250mg tablets (Kent Pharmaceuticals Ltd),8242020
Painful conditions,51874,Arcoxia 30mg tablets (Lexon (UK) Ltd),39400020
Painful conditions,51896,OxyContin 80mg modified-release tablets (Mawdsley-Brooks & Company Ltd),4576020
Painful conditions,51924,Lyrica 20mg/ml oral solution (Pfizer Ltd),41881020
Painful conditions,51937,Codeine 15mg tablets (Bristol Laboratories Ltd),4400020
Painful conditions,51943,Orbifen For Children 100mg/5ml oral suspension (Orbis Consumer Products Ltd),8172020
Painful conditions,52009,Ibuprofen 200mg capsules (Galpharm International Ltd),9769020
Painful conditions,52085,Co-codamol 30mg/500mg effervescent tablets (Zanza Laboratories Ltd),4332020
Painful conditions,52154,Ibuprofen 200mg tablets (Galpharm International Ltd),67026020
Painful conditions,52216,Longtec 5mg modified-release tablets (Qdem Pharmaceuticals Ltd),42244020
Painful conditions,52217,Longtec 10mg modified-release tablets (Qdem Pharmaceuticals Ltd),42184020
Painful conditions,52220,Longtec 40mg modified-release tablets (Qdem Pharmaceuticals Ltd),42186020
Painful conditions,52338,Diclofenac potassium 50mg tablets (Focus Pharmaceuticals Ltd),8378020
Painful conditions,52389,Voltarol 50mg suppositories (Sigma Pharmaceuticals Plc),8049020
Painful conditions,52400,Pethidine 100mg/10ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd),9363020
Painful conditions,52420,Celebrex 100mg capsules (Mawdsley-Brooks & Company Ltd),8519020
Painful conditions,52455,Medinol For Children 120mg/5ml oral suspension (SSL International Plc),43836020
Painful conditions,52495,Tramadol 50mg capsules (Bristol Laboratories Ltd),4490020
Painful conditions,52547,Lyrica 50mg capsules (Waymade Healthcare Plc),10932020
Painful conditions,52592,OxyNorm 10mg capsules (DE Pharmaceuticals),4555020
Painful conditions,52605,Tramadol 50mg capsules (Accord Healthcare Ltd),39814020
Painful conditions,52617,Ibuprofen 100mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc),8184020
Painful conditions,52714,Etodolac 600mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),8117020
Painful conditions,52809,OxyContin 10mg modified-release tablets (Lexon (UK) Ltd),4562020
Painful conditions,52888,Codeine 15mg tablets (Kent Pharmaceuticals Ltd),4396020
Painful conditions,52889,Codeine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd),4411020
Painful conditions,52929,Codeine 15mg tablets (Sigma Pharmaceuticals Plc),4399020
Painful conditions,52931,Naproxen 500mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),8265020
Painful conditions,52948,Paracetamol 1g/5ml oral suspension,33454020
Painful conditions,52966,Generic Solpadeine Plus tablets,14679020
Painful conditions,52977,Tramadol 100mg modified-release capsules (A A H Pharmaceuticals Ltd),4529020
Painful conditions,53062,Hydromorphone 10mg/1ml solution for injection ampoules,38912020
Painful conditions,53079,Co-dydramol 10mg/500mg tablets (Sigma Pharmaceuticals Plc),4304020
Painful conditions,53106,Morphine sulfate 5mg/5ml solution for injection ampoules,31908020
Painful conditions,53113,OxyContin 10mg modified-release tablets (DE Pharmaceuticals),4564020
Painful conditions,53116,Longtec 20mg modified-release tablets (Qdem Pharmaceuticals Ltd),42185020
Painful conditions,53164,Diclofenac sodium 25mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),68114020
Painful conditions,53181,Diamorphine 10mg powder for solution for injection vials (Teva UK Ltd),76866020
Painful conditions,53208,Co-proxamol 32.5mg/325mg tablets (Lexon (UK) Ltd),4308020
Painful conditions,53273,Morphine hydrochloride 10mg/5ml oral solution (Special Order),31027020
Painful conditions,53287,Co-codamol 30mg/500mg effervescent tablets (Alliance Healthcare (Distribution) Ltd),4326020
Painful conditions,53331,Ibuprofen 100mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),8171020
Painful conditions,53345,Voltarol Rapid 50mg tablets (Lexon (UK) Ltd),8375020
Painful conditions,53384,Voltarol 50mg dispersible tablets (Mawdsley-Brooks & Company Ltd),8092020
Painful conditions,53397,Brufen 100mg/5ml syrup (Mawdsley-Brooks & Company Ltd),38583020
Painful conditions,53417,Diamorphine 10mg powder for solution for injection ampoules (Accord Healthcare Ltd),4427020
Painful conditions,53576,Arcoxia 120mg tablets (DE Pharmaceuticals),10607020
Painful conditions,53600,Codeine 60mg tablets (Alliance Healthcare (Distribution) Ltd),4408020
Painful conditions,53604,Ibuprofen 200mg capsules (Numark Ltd),9766020
Painful conditions,53617,Ibuprofen and codeine 200mg+12.8mg Tablet (Almus Pharmaceuticals Ltd),78855020
Painful conditions,53626,Naproxen 500mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),8266020
Painful conditions,53639,Morphine 10mg modified-release tablets (Sigma Pharmaceuticals Plc),4578020
Painful conditions,53679,Co-codamol 30mg/500mg effervescent tablets (A A H Pharmaceuticals Ltd),4328020
Painful conditions,53700,Naproxen 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),8258020
Painful conditions,53702,Co-codamol 30mg/500mg tablets (Actavis UK Ltd),72186020
Painful conditions,53709,Pethidine oral liquid,94114020
Painful conditions,53803,Ibuprofen 200mg capsules (Kent Pharmaceuticals Ltd),9767020
Painful conditions,53918,Morphine sulfate 10mg/1ml solution for injection ampoules (Hameln Pharmaceuticals Ltd),9741020
Painful conditions,53929,Pethidine 50mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),9366020
Painful conditions,53952,Paracetamol 500mg capsules (Lloyds Pharmacy Ltd),4243020
Painful conditions,53961,Perfalgan 500mg/50ml solution for infusion vials (Bristol-Myers Squibb Pharmaceuticals Ltd),89488020
Painful conditions,53980,Naproxen 250mg tablets (Phoenix Healthcare Distribution Ltd),8247020
Painful conditions,53984,Paracetamol 500mg/5ml oral suspension sugar free,46685020
Painful conditions,53999,Codeine phosphate 60mg Tablet (Wockhardt UK Ltd),77532020
Painful conditions,54017,Morphine sulphate Capsule,94727020
Painful conditions,54021,Voltarol Retard 100mg tablets (Sigma Pharmaceuticals Plc),8069020
Painful conditions,54023,Tramadol 50mg modified-release capsules (A A H Pharmaceuticals Ltd),4524020
Painful conditions,54075,Voltarol 50mg dispersible tablets (Stephar (U.K.) Ltd),8091020
Painful conditions,54085,Pethidine capsule,94386020
Painful conditions,54137,Ibuprofen 400mg tablets (Aspar Pharmaceuticals Ltd),68820020
Painful conditions,54179,Paracetamol 500mg tablets (The Boots Company Plc),4201020
Painful conditions,54304,Naproxen 500mg tablets (Actavis UK Ltd),57065020
Painful conditions,54354,Dihydrocodeine 30mg tablets (Kent Pharmaceuticals Ltd),4439020
Painful conditions,54406,Morphine sulfate 30mg suppositories (Martindale Pharmaceuticals Ltd),51526020
Painful conditions,54476,Naproxen 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),40594020
Painful conditions,54514,Ibuprofen lysine 400mg oral powder sachets,46754020
Painful conditions,54518,Diclofenac sodium 50mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8079020
Painful conditions,54520,Morphine sulphate Oral solution,94146020
Painful conditions,54694,Longtec 80mg modified-release tablets (Qdem Pharmaceuticals Ltd),42187020
Painful conditions,54713,Dypracet 20mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd),41379020
Painful conditions,54783,Naproxen 250mg tablets (Teva UK Ltd),53359020
Painful conditions,54790,Pethidine 50mg tablets (Teva UK Ltd),46333020
Painful conditions,54806,Transtec 52.5micrograms/hour transdermal patches (DE Pharmaceuticals),13270020
Painful conditions,54853,Paracetamol 120mg/5ml oral solution paediatric sugar free (A A H Pharmaceuticals Ltd),4256020
Painful conditions,54870,Piroxicam 0.5% gel (Alliance Healthcare (Distribution) Ltd),8549020
Painful conditions,54906,Diclofenac 50mg/5ml oral suspension,29442020
Painful conditions,54979,Fentanyl 50micrograms/hour transdermal patches (A A H Pharmaceuticals Ltd),71753020
Painful conditions,55008,Gabapentin 6% gel,37553020
Painful conditions,55009,Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd),8167020
Painful conditions,55044,Co-codamol 30mg/500mg caplets (Waymade Healthcare Plc),47328020
Painful conditions,55052,Morcap SR 50mg capsules (Hospira UK Ltd),85226020
Painful conditions,55099,Acoflam 100mg Retard tablets (Mercury Pharma Group Ltd),86649020
Painful conditions,55129,Paracetamol 500mg caplets (Waymade Healthcare Plc),47319020
Painful conditions,55153,Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd),46755020
Painful conditions,55206,Morphine 20mg modified-release capsules,4587020
Painful conditions,55221,Diamorphine 500mg powder for solution for injection ampoules,4436020
Painful conditions,55233,Ibuprofen 400mg Tablet (Nucare Plc),66410020
Painful conditions,55245,Co-proxamol 32.5mg/325mg tablets (Phoenix Healthcare Distribution Ltd),4309020
Painful conditions,55290,Paracetamol 300mg with phenylephrine 5mg & caffeine 25mg capsule,73431020
Painful conditions,55301,Benorilate 2g/5ml Liquid (Approved Prescription Services Ltd),54695020
Painful conditions,55304,Nubain 10mg/1ml solution for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd),4468020
Painful conditions,55309,Codeine 15mg tablets (Phoenix Healthcare Distribution Ltd),4401020
Painful conditions,55313,Ibuprofen 400mg tablets (Boston Healthcare Ltd),77645020
Painful conditions,55365,Morphine sulfate 50mg/50ml solution for infusion vials (A A H Pharmaceuticals Ltd),40105020
Painful conditions,55418,Paracetamol 500mg Tablet (Almus Pharmaceuticals Ltd),78863020
Painful conditions,55425,Dihydrocodeine 10mg tablets,99511020
Painful conditions,55434,Ibuprofen 400mg tablets (Bristol Laboratories Ltd),8154020
Painful conditions,55454,Naproxen 500mg tablets (Kent Pharmaceuticals Ltd),8249020
Painful conditions,55465,Co-codamol 30mg/500mg capsules (Sigma Pharmaceuticals Plc),4339020
Painful conditions,55486,Naproxen 500mg tablets (Teva UK Ltd),53360020
Painful conditions,55505,Naproxen 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),8259020
Painful conditions,55530,Co-dydramol 10mg/500mg tablets (Phoenix Healthcare Distribution Ltd),4305020
Painful conditions,55582,Celebrex 200mg capsules (Lexon (UK) Ltd),8512020
Painful conditions,55724,Diamorphine 500mg powder for solution for injection vials,36810020
Painful conditions,55752,Fentanyl 100micrograms/hour transdermal patches (Phoenix Healthcare Distribution Ltd),9345020
Painful conditions,55817,Lloydspharmacy Paracetamol 120mg/5ml oral suspension sugar free (Lloyds Pharmacy Ltd),4264020
Painful conditions,55828,Benorilate 2g/5ml Liquid (Berk Pharmaceuticals Ltd),48851020
Painful conditions,55832,Morphine sulphate 15mg/ml Injection (Celltech Pharma Europe Ltd),50132020
Painful conditions,55839,Pethidine 50mg/ml Injection (Roche Products Ltd),50249020
Painful conditions,55852,Pethidine 10mg/ml Injection (Martindale Pharmaceuticals Ltd),51617020
Painful conditions,55894,Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8270020
Painful conditions,55913,Voltarol 50mg suppositories (Lexon (UK) Ltd),39886020
Painful conditions,55972,Pregabalin 150mg/5ml oral solution,35980020
Painful conditions,56006,Co-codamol 8mg/500mg tablets (Bristol Laboratories Ltd),4296020
Painful conditions,56022,Pethidine 50mg Capsule (Martindale Pharmaceuticals Ltd),75279020
Painful conditions,56039,Ibuprofen 600mg tablets (Waymade Healthcare Plc),14564021
Painful conditions,56046,Paracetamol 500mg capsules (Waymade Healthcare Plc),47325020
Painful conditions,56078,Rhumalgan XL 100mg capsules (Almus Pharmaceuticals Ltd),61021
Painful conditions,56106,Naproxen 500mg/5ml oral suspension,20550020
Painful conditions,56171,Co-codamol 30mg/500mg capsules (Kent Pharmaceuticals Ltd),4334020
Painful conditions,56178,Codeine 60mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd),4412020
Painful conditions,56202,Morphine sulphate Injection,94725020
Painful conditions,56205,Boots Paracetamol and Codeine Extra capsules (The Boots Company Plc),14678020
Painful conditions,56213,Ibuprofen 400mg tablets sugar coated (Kent Pharmaceuticals Ltd),8145020
Painful conditions,56266,Co-codamol 30mg/500mg tablets (Alliance Healthcare (Distribution) Ltd),4311020
Painful conditions,56275,Meloxicam 7.5mg tablets (Teva UK Ltd),72217020
Painful conditions,56329,Morphine sulfate 10mg/2ml solution for injection ampoules,31888020
Painful conditions,56340,Co-codamol 30mg/500mg caplets (J M McGill Ltd),15644021
Painful conditions,56441,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),14184020
Painful conditions,56461,Co-codamol 30mg/500mg tablets (Kent Pharmaceuticals Ltd),4310020
Painful conditions,56491,Zamadol SR 200mg capsules (Lexon (UK) Ltd),4541020
Painful conditions,56544,Morphine sulfate 50mg/50ml solution for infusion vials (Martindale Pharmaceuticals Ltd),60696020
Painful conditions,56549,Co-codamol 8mg/500mg effervescent tablets (Waymade Healthcare Plc),14519021
Painful conditions,56554,Naproxen 250mg/5ml oral suspension,20548020
Painful conditions,56559,Codeine 30mg tablets (Phoenix Healthcare Distribution Ltd),4406020
Painful conditions,56565,Co-codamol 15mg/500mg tablets (A A H Pharmaceuticals Ltd),13497020
Painful conditions,56566,Paracetamol 500mg caplets (J M McGill Ltd),15642021
Painful conditions,56581,Alfentanil 5mg/5ml buccal spray,15595021
Painful conditions,56584,Arcoxia 60mg tablets (Lexon (UK) Ltd),10596020
Painful conditions,56651,Piroxicam 0.5% gel (Sigma Pharmaceuticals Plc),8555020
Painful conditions,56665,Oxylan 10mg modified-release tablets (Chanelle Medical UK Ltd),43838020
Painful conditions,56670,Fentanyl 25micrograms/hour transdermal patches (Sigma Pharmaceuticals Plc),9325020
Painful conditions,56671,BuTrans 5micrograms/hour transdermal patches (Waymade Healthcare Plc),46903020
Painful conditions,56762,Naproxen 100mg/5ml oral suspension,31715020
Painful conditions,56788,Morphine sulfate 10mg/5ml oral solution (A A H Pharmaceuticals Ltd),4351020
Painful conditions,56817,Codeine 15mg tablets (Almus Pharmaceuticals Ltd),4402020
Painful conditions,56877,Coldrex Tablet (GlaxoSmithKline UK Ltd),73461020
Painful conditions,56898,Rhumalgan SR 75mg capsules (Actavis UK Ltd),15708021
Painful conditions,56925,Naproxen 250mg tablets (Actavis UK Ltd),57064020
Painful conditions,56945,Paracetamol 500mg soluble tablets (Waymade Healthcare Plc),47321020
Painful conditions,57006,Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),8075020
Painful conditions,57007,Mefenamic acid 250mg capsules (Essential Generics Ltd),76223020
Painful conditions,57027,Pethidine 50mg tablets (A A H Pharmaceuticals Ltd),4480020
Painful conditions,57033,Oxylan 10mg modified-release tablets (Actavis UK Ltd),15665021
Painful conditions,57045,Voltarol 50mg dispersible tablets (Waymade Healthcare Plc),8084020
Painful conditions,57052,Oxylan 20mg modified-release tablets (Actavis UK Ltd),15666021
Painful conditions,57097,Co-codamol 30mg/500mg capsules (Alliance Healthcare (Distribution) Ltd),4335020
Painful conditions,57112,Ibuprofen 400mg tablets (Alliance Healthcare (Distribution) Ltd),8146020
Painful conditions,57162,Diclofenac 50mg dispersible tablets sugar free (DE Pharmaceuticals),8093020
Painful conditions,57197,Co-dydramol 10mg/500mg tablets (Waymade Healthcare Plc),14517021
Painful conditions,57297,Mefenamic acid 500mg tablets (Alliance Healthcare (Distribution) Ltd),8234020
