Condition,ReadCode,MedCodeId,ReadTerm
Primary Malignancy_Oro-pharyngeal,BB5y000,1228188010,Basal cell adenocarcinoma
Primary Malignancy_Oro-pharyngeal,Byu0.00,396301000006110,"[X]Malignant neoplasm of lip, oral cavity and pharynx"
Primary Malignancy_Oro-pharyngeal,ZV10019,1227556013,[V]Personal history of malignant neoplasm of tongue
Primary Malignancy_Oro-pharyngeal,ZV10y16,345101000006114,[V]Personal history of malignant neoplasm of tongue
Primary Malignancy_Other,4M20.00,50949017,Lymphoma stage I
Primary Malignancy_Other,4M21.00,126918018,Lymphoma stage II
Primary Malignancy_Other,4M22.00,94699019,Lymphoma stage III
Primary Malignancy_Other,4M23.00,110346017,Lymphoma stage IV
Primary Malignancy_Other,A789500,825771000006119,Kaposi's sarcoma associated with AIDS
Primary Malignancy_Other,A789511,1814931000006110,HIV disease resulting in Kaposi sarcoma
Primary Malignancy_Other,B12..00,721601000006117,Malignant tumour of small intestine
Primary Malignancy_Other,B120.00,726021000006110,Malignant tumour of duodenum
Primary Malignancy_Other,B121.00,725451000006118,Malignant neoplasm of jejunum
Primary Malignancy_Other,B122.00,725271000006112,Malignant tumour of ileum
Primary Malignancy_Other,B123.00,288659012,Malignant neoplasm of Meckel's diverticulum
Primary Malignancy_Other,B124.00,1219535016,"Malignant neoplasm, overlapping lesion of small intestine"
Primary Malignancy_Other,B12y.00,723221000006112,Malignant neoplasm of other specified site small intestine
Primary Malignancy_Other,B12z.00,288663017,Malignant neoplasm of small intestine NOS
Primary Malignancy_Other,B15..00,288688013,Malignant neoplasm of liver and intrahepatic bile ducts
Primary Malignancy_Other,B15z.00,288702015,Malignant neoplasm of liver and intrahepatic bile ducts NOS
Primary Malignancy_Other,B16..00,727781000006114,Malignant neoplasm gallbladder and extrahepatic bile ducts
Primary Malignancy_Other,B160.00,725711000006113,Malignant tumour of gallbladder
Primary Malignancy_Other,B160.11,535221000006113,Carcinoma of gallbladder
Primary Malignancy_Other,B16y.00,720451000006113,Malignant neoplasm other gallbladder/extrahepatic bile duct
Primary Malignancy_Other,B16z.00,727791000006112,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS
Primary Malignancy_Other,B18..00,288739019,Malignant neoplasm of retroperitoneum and peritoneum
Primary Malignancy_Other,B180.00,1228549016,Malignant neoplasm of retroperitoneum
Primary Malignancy_Other,B180100,288741018,Malignant neoplasm of perinephric tissue
Primary Malignancy_Other,B180200,288742013,Malignant neoplasm of retrocaecal tissue
Primary Malignancy_Other,B180z00,288744014,Malignant neoplasm of retroperitoneum NOS
Primary Malignancy_Other,B182.00,247091000006118,Overlapping malignant lesion of retroperitoneum and peritoneum
Primary Malignancy_Other,B18y.00,288747019,Malignant neoplasm of specified parts of peritoneum
Primary Malignancy_Other,B18y100,288749016,Malignant neoplasm of mesocaecum
Primary Malignancy_Other,B18y200,288751017,Malignant neoplasm of mesorectum
Primary Malignancy_Other,B18y300,482641017,Malignant neoplasm of omentum
Primary Malignancy_Other,B18y400,155446017,Malignant neoplasm of parietal peritoneum
Primary Malignancy_Other,B18y500,155452016,Malignant neoplasm of pelvic peritoneum
Primary Malignancy_Other,B18y600,288754013,Malignant neoplasm of the pouch of Douglas
Primary Malignancy_Other,B18y700,482537012,Malignant neoplasm of mesentery
Primary Malignancy_Other,B18yz00,288756010,Malignant neoplasm of specified parts of peritoneum NOS
Primary Malignancy_Other,B18z.00,288757018,Malignant tumour of peritoneum and retroperitoneum
Primary Malignancy_Other,B1z..00,729561000006118,Malig neop oth/ill-defined sites digestive tract/peritoneum
Primary Malignancy_Other,B1z0.00,288759015,Malignant tumour of intestine
Primary Malignancy_Other,B1z1.00,288760013,Malignant neoplasm of spleen NEC
Primary Malignancy_Other,B1z1000,288761012,Angiosarcoma of spleen
Primary Malignancy_Other,B1z1100,288762017,Fibrosarcoma of spleen
Primary Malignancy_Other,B1z1z00,288763010,Malignant tumour of spleen
Primary Malignancy_Other,B1z2.00,288764016,"Malignant neoplasm, overlapping lesion of digestive system"
Primary Malignancy_Other,B1zy.00,720461000006110,Malignant neoplasm other spec digestive tract and peritoneum
Primary Malignancy_Other,B1zz.00,288766019,Malignant neoplasm of digestive tract and peritoneum NOS
Primary Malignancy_Other,B20..00,729321000006119,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
Primary Malignancy_Other,B200.00,1228552012,Malignant neoplasm of nasal cavities
Primary Malignancy_Other,B200000,288771014,Malignant neoplasm of cartilage of nose
Primary Malignancy_Other,B200100,288772019,Malignant neoplasm of nasal conchae
Primary Malignancy_Other,B200200,721961000006111,Malignant neoplasm of septum of nose
Primary Malignancy_Other,B200300,288775017,Malignant neoplasm of vestibule of nose
Primary Malignancy_Other,B200z00,288776016,Malignant neoplasm of nasal cavities NOS
Primary Malignancy_Other,B201.00,730011000006119,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
Primary Malignancy_Other,B201000,288779011,Malignant neoplasm of auditory (Eustachian) tube
Primary Malignancy_Other,B201100,288784017,Malignant neoplasm of tympanic cavity
Primary Malignancy_Other,B201200,288787012,Malignant neoplasm of tympanic antrum
Primary Malignancy_Other,B201300,724621000006112,Malignant neoplasm of mastoid air cells
Primary Malignancy_Other,B201z00,730021000006110,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
Primary Malignancy_Other,B202.00,724641000006117,Malignant neoplasm of maxillary sinus
Primary Malignancy_Other,B203.00,1228553019,Malignant neoplasm of ethmoid sinus
Primary Malignancy_Other,B204.00,719021000006111,Malignant neoplasm of frontal sinus
Primary Malignancy_Other,B205.00,721721000006119,Malignant neoplasm of sphenoidal sinus
Primary Malignancy_Other,B206.00,288790018,"Malignant neoplasm, overlapping lesion of accessory sinuses"
Primary Malignancy_Other,B20y.00,729571000006113,"Malig neop other site nasal cavity, middle ear and sinuses"
Primary Malignancy_Other,B20z.00,288792014,Malignant tumour of nasal sinuses
Primary Malignancy_Other,B21..00,724791000006119,Malignant tumour of larynx
Primary Malignancy_Other,B210.00,288794010,Malignant neoplasm of glottis
Primary Malignancy_Other,B211.00,288797015,Malignant neoplasm of supraglottis
Primary Malignancy_Other,B212.00,721871000006110,Malignant neoplasm of subglottis
Primary Malignancy_Other,B213.00,724761000006110,Malignant neoplasm of laryngeal cartilage
Primary Malignancy_Other,B213000,288799017,Malignant neoplasm of arytenoid cartilage
Primary Malignancy_Other,B213100,288800018,Malignant neoplasm of cricoid cartilage
Primary Malignancy_Other,B213200,288801019,Malignant neoplasm of cuneiform cartilage
Primary Malignancy_Other,B213300,288802014,Malignant neoplasm of thyroid cartilage
Primary Malignancy_Other,B213z00,288803016,Malignant tumour of laryngeal cartilage
Primary Malignancy_Other,B214.00,1219468014,"Malignant neoplasm, overlapping lesion of larynx"
Primary Malignancy_Other,B215.00,451428019,Malignant neoplasm of epiglottis NOS
Primary Malignancy_Other,B21y.00,288806012,"Malignant neoplasm of larynx, other specified site"
Primary Malignancy_Other,B21z.00,288807015,Malignant neoplasm of larynx NOS
Primary Malignancy_Other,B23..00,723001000006113,Malignant neoplasm of pleura
Primary Malignancy_Other,B230.00,155447014,Malignant neoplasm of parietal pleura
Primary Malignancy_Other,B231.00,155675017,Malignant neoplasm of visceral pleura
Primary Malignancy_Other,B23y.00,288839010,Malignant neoplasm of other specified pleura
Primary Malignancy_Other,B23z.00,288840012,Malignant tumour of pleura
Primary Malignancy_Other,B24..00,288841011,"Malignant neoplasm of thymus, heart and mediastinum"
Primary Malignancy_Other,B240.00,721271000006114,Malignant neoplasm of thymus
Primary Malignancy_Other,B241.00,725151000006110,Malignant neoplasm of heart
Primary Malignancy_Other,B241000,726071000006111,Malignant neoplasm of endocardium
Primary Malignancy_Other,B241200,724051000006110,Malignant neoplasm of myocardium
Primary Malignancy_Other,B241300,155459013,Malignant neoplasm of pericardium
Primary Malignancy_Other,B241z00,288847010,Malignant tumour of heart
Primary Malignancy_Other,B242.00,155078019,Malignant neoplasm of anterior mediastinum
Primary Malignancy_Other,B243.00,155473016,Malignant neoplasm of posterior mediastinum
Primary Malignancy_Other,B24X.00,724671000006113,"Malignant neoplasm of mediastinum, part unspecified"
Primary Malignancy_Other,B24y.00,729521000006112,"Malig neop of other site of heart, thymus and mediastinum"
Primary Malignancy_Other,B24z.00,288852017,"Malignant neoplasm of heart, thymus and mediastinum NOS"
Primary Malignancy_Other,B25..00,730001000006117,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura"
Primary Malignancy_Other,B26..00,720581000006118,Primary malignant neoplasm of intrathoracic organs
Primary Malignancy_Other,B2z..00,729601000006118,Malig neop other/ill-defined sites resp/intrathoracic organs
Primary Malignancy_Other,B2z0.00,729551000006115,"Malig neop of upper respiratory tract, part unspecified"
Primary Malignancy_Other,B2zy.00,288857011,Malignant neoplasm of other site of respiratory tract
Primary Malignancy_Other,B2zz.00,288858018,Malignant neoplasm of respiratory system
Primary Malignancy_Other,B310.00,729361000006113,"Malig neop of connective and soft tissue head, face and neck"
Primary Malignancy_Other,B310000,1228565015,Malignant neoplasm of soft tissue of head
Primary Malignancy_Other,B310100,1228566019,Malignant neoplasm of soft tissue of face
Primary Malignancy_Other,B310200,1228567011,Malignant neoplasm of soft tissue of neck
Primary Malignancy_Other,B310300,288962013,Malignant neoplasm of cartilage of ear
Primary Malignancy_Other,B310400,288963015,Malignant neoplasm of tarsus of eyelid
Primary Malignancy_Other,B310500,288964014,Malignant neoplasm soft tissues of cervical spine
Primary Malignancy_Other,B310z00,730031000006113,"Malig neop connective and soft tissue head, face, neck NOS"
Primary Malignancy_Other,B311.00,729291000006111,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
Primary Malignancy_Other,B311000,288967019,Malignant neoplasm of connective and soft tissue of shoulder
Primary Malignancy_Other,B311100,288968012,"Malignant neoplasm of connective and soft tissue, upper arm"
Primary Malignancy_Other,B311200,288969016,Malignant neoplasm of connective and soft tissue of fore-arm
Primary Malignancy_Other,B311300,288970015,Malignant neoplasm of connective and soft tissue of hand
Primary Malignancy_Other,B311400,288971016,Malignant neoplasm of connective and soft tissue of finger
Primary Malignancy_Other,B311500,288972011,Malignant neoplasm of connective and soft tissue of thumb
Primary Malignancy_Other,B311z00,729301000006112,Malig neop connective soft tissue upper limb/shoulder NOS
Primary Malignancy_Other,B312.00,729401000006115,Malignant neoplasm of connective and soft tissue of hip and lower limb
Primary Malignancy_Other,B312000,288975013,Malignant neoplasm of connective and soft tissue of hip
Primary Malignancy_Other,B312100,729451000006116,Malignant neoplasm of connective and soft tissue of thigh and upper leg
Primary Malignancy_Other,B312200,730251000006110,Malignant neoplasm of connective and soft tissue of popliteal space
Primary Malignancy_Other,B312300,729421000006113,Malignant neoplasm of connective and soft tissue of lower leg
Primary Malignancy_Other,B312400,288979019,Malignant neoplasm of connective and soft tissue of foot
Primary Malignancy_Other,B312500,288980016,Malignant neoplasm of connective and soft tissue of toe
Primary Malignancy_Other,B312z00,730241000006113,Malig neop connective and soft tissue hip and leg NOS
Primary Malignancy_Other,B313.00,288985014,Malignant neoplasm of connective and soft tissue of thorax
Primary Malignancy_Other,B313000,288986010,Malignant neoplasm of connective and soft tissue of axilla
Primary Malignancy_Other,B313100,155209019,Malignant neoplasm of diaphragm
Primary Malignancy_Other,B313200,155272012,Malignant neoplasm of great vessels
Primary Malignancy_Other,B313300,728491000006116,Malignant neoplasm of connective and soft tissues of thoracic spine
Primary Malignancy_Other,B313z00,729441000006118,Malig neop of connective and soft tissue of thorax NOS
Primary Malignancy_Other,B314.00,288991011,Malignant neoplasm of connective and soft tissue of abdomen
Primary Malignancy_Other,B314000,729381000006115,Malignant neoplasm of connective and soft tissue of abdominal wall
Primary Malignancy_Other,B314100,728481000006119,Malignant neoplasm of connective and soft tissues of lumbar spine
Primary Malignancy_Other,B314z00,729371000006118,Malig neop of connective and soft tissue of abdomen NOS
Primary Malignancy_Other,B315.00,288995019,Malignant neoplasm of connective and soft tissue of pelvis
Primary Malignancy_Other,B315000,288999013,Malignant neoplasm of connective and soft tissue of buttock
Primary Malignancy_Other,B315100,729411000006117,Malignant neoplasm of connective and soft tissue of inguinal region
Primary Malignancy_Other,B315200,289001014,Malignant neoplasm of connective and soft tissue of perineum
Primary Malignancy_Other,B315300,728451000006110,Malignant neoplasm of connective and soft tissue of sacrum or coccyx
Primary Malignancy_Other,B315z00,729431000006111,Malig neop of connective and soft tissue of pelvis NOS
Primary Malignancy_Other,B316.00,729461000006119,Malignant neoplasm of connective and soft tissues of trunk
Primary Malignancy_Other,B31y.00,729281000006113,Malig neop connective and soft tissue other specified site
Primary Malignancy_Other,B31z.00,289007013,"Malignant neoplasm of connective and soft tissue, site NOS"
Primary Malignancy_Other,B31z000,289008015,Kaposi's sarcoma of soft tissue
Primary Malignancy_Other,B42..00,155468010,Primary malignant neoplasm of placenta
Primary Malignancy_Other,B420.00,552661000006114,Choriocarcinoma
Primary Malignancy_Other,B44..00,289199018,Malignant neoplasm of uterine adnexa
Primary Malignancy_Other,B441.00,726271000006117,Malignant neoplasm of fallopian tube
Primary Malignancy_Other,B442.00,155155010,Malignant neoplasm of broad ligament
Primary Malignancy_Other,B443.00,155441010,Malignant neoplasm of parametrium
Primary Malignancy_Other,B44y.00,289203018,Malignant neoplasm of other site of uterine adnexa
Primary Malignancy_Other,B44z.00,289204012,Malignant neoplasm of uterine adnexa NOS
Primary Malignancy_Other,B45..00,729491000006110,Malig neop of other and unspecified female genital organs
Primary Malignancy_Other,B450.00,721051000006113,Malignant tumour of vagina
Primary Malignancy_Other,B450100,289207017,Malignant neoplasm of vaginal vault
Primary Malignancy_Other,B450z00,289208010,Malignant neoplasm of vagina NOS
Primary Malignancy_Other,B451.00,482690017,Malignant neoplasm of labia majora
Primary Malignancy_Other,B451000,289209019,Malignant neoplasm of greater vestibular (Bartholin's) gland
Primary Malignancy_Other,B451z00,289210012,Malignant neoplasm of labia majora NOS
Primary Malignancy_Other,B452.00,482691018,Malignant neoplasm of labia minora
Primary Malignancy_Other,B453.00,1210566016,Malignant neoplasm of clitoris
Primary Malignancy_Other,B454.00,403701012,Malignant tumour of vulva
Primary Malignancy_Other,B454.11,411399019,Primary vulval cancer
Primary Malignancy_Other,B45X.00,720041000006117,Malignant neoplasm/overlapping lesion/feml genital organs
Primary Malignancy_Other,B45y.00,289217010,Malignant neoplasm of other specified female genital organ
Primary Malignancy_Other,B45y000,723341000006112,Overlapping malignant neoplasm of vulva
Primary Malignancy_Other,B45z.00,289219013,Malignant tumour of female genital organ
Primary Malignancy_Other,B480.00,1228575017,Malignant neoplasm of prepuce (foreskin)
Primary Malignancy_Other,B481.00,725771000006116,Malignant neoplasm of glans penis
Primary Malignancy_Other,B482.00,289246015,Malignant neoplasm of body of penis
Primary Malignancy_Other,B483.00,289249010,Malignant tumour of penis
Primary Malignancy_Other,B484.00,726141000006116,Malignant neoplasm of epididymis
Primary Malignancy_Other,B485.00,721701000006112,Malignant neoplasm of spermatic cord
Primary Malignancy_Other,B486.00,723111000006110,Malignant neoplasm of scrotum
Primary Malignancy_Other,B487.00,1219540012,"Malignant neoplasm, overlapping lesion of penis"
Primary Malignancy_Other,B48y.00,289251014,Malignant neoplasm of other male genital organ
Primary Malignancy_Other,B48y000,289252019,Malignant neoplasm of seminal vesicle
Primary Malignancy_Other,B48y100,289257013,Malignant neoplasm of tunica vaginalis
Primary Malignancy_Other,B48y200,720591000006115,"Malignant neoplasm, overlapping lesion of male genital organs"
Primary Malignancy_Other,B48yz00,289259011,Malignant neoplasm of other male genital organ NOS
Primary Malignancy_Other,B48z.00,289260018,Malignant neoplasm of penis and other male genital organ NOS
Primary Malignancy_Other,B4A..00,729481000006112,Malignant tumour of urinary system
Primary Malignancy_Other,B4A3.00,720991000006113,Malignant neoplasm of urethra
Primary Malignancy_Other,B4A4.00,723451000006119,Malignant neoplasm of paraurethral glands
Primary Malignancy_Other,B4Ay.00,289297011,Malignant neoplasm of other urinary organs
Primary Malignancy_Other,B4Ay000,289298018,Malignant neoplasm of overlapping lesion of urinary organs
Primary Malignancy_Other,B4Az.00,289299014,Malignant tumour of urinary system
Primary Malignancy_Other,B5...00,406265010,Malignant neoplastic disease
Primary Malignancy_Other,B5...11,380211016,Carcinoma of other and unspecified sites
Primary Malignancy_Other,B50..00,1208876015,Malignant neoplasm of eye
Primary Malignancy_Other,B500.00,729311000006110,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid"
Primary Malignancy_Other,B500000,289308013,Malignant neoplasm of ciliary body
Primary Malignancy_Other,B500100,289311014,Malignant neoplasm of iris
Primary Malignancy_Other,B500200,289314018,Malignant neoplasm of crystalline lens
Primary Malignancy_Other,B500z00,289316016,Malignant neoplasm of eyeball NOS
Primary Malignancy_Other,B501.00,723541000006115,Malignant neoplasm of orbit
Primary Malignancy_Other,B501000,289317013,Malignant neoplasm of connective tissue of orbit
Primary Malignancy_Other,B501z00,289319011,Malignant neoplasm of orbit NOS
Primary Malignancy_Other,B502.00,289322013,Malignant neoplasm of lacrimal gland
Primary Malignancy_Other,B503.00,726371000006114,Malignant neoplasm of conjunctiva
Primary Malignancy_Other,B504.00,726561000006114,Malignant neoplasm of cornea
Primary Malignancy_Other,B505.00,722521000006116,Malignant neoplasm of retina
Primary Malignancy_Other,B506.00,727181000006113,Malignant neoplasm of choroid
Primary Malignancy_Other,B507.00,724721000006116,Malignant neoplasm of lacrimal duct
Primary Malignancy_Other,B507000,289325010,Malignant neoplasm of lacrimal sac
Primary Malignancy_Other,B507100,289326011,Malignant neoplasm of nasolacrimal duct
Primary Malignancy_Other,B508.00,1217367011,"Malignant neoplasm, overlapping lesion of eye and adnexa"
Primary Malignancy_Other,B50y.00,289329016,Malignant neoplasm of other specified site of eye
Primary Malignancy_Other,B50z.00,289330014,Malignant neoplasm of eye NOS
Primary Malignancy_Other,B52..00,729501000006119,Malig neop of other and unspecified parts of nervous system
Primary Malignancy_Other,B524.00,728461000006112,Malig neopl peripheral nerves and autonomic nervous system
Primary Malignancy_Other,B524000,722911000006119,"Malignant neoplasm of peripheral nerves of head, face and neck"
Primary Malignancy_Other,B524100,722901000006117,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
Primary Malignancy_Other,B524200,722871000006117,"Malignant neoplasm of peripheral nerves of lower limb, including hip"
Primary Malignancy_Other,B524300,289388010,Malignant neoplasm of peripheral nerve of thorax
Primary Malignancy_Other,B524400,289389019,Malignant neoplasm of peripheral nerve of abdomen
Primary Malignancy_Other,B524500,289390011,Malignant neoplasm of peripheral nerve of pelvis
Primary Malignancy_Other,B524600,720001000006119,"Malignant neoplasm, overlapping lesion of peripheral nerves and autonomic nervous system"
Primary Malignancy_Other,B524W00,730491000006117,"Mal neoplasm/periph nerves+autonomic nervous system,unspc"
Primary Malignancy_Other,B52y.00,289396017,Malignant neoplasm of other specified part of nervous system
Primary Malignancy_Other,B52z.00,289397014,Malignant neoplasm of nervous system
Primary Malignancy_Other,B540.00,155072018,Malignant neoplasm of adrenal gland
Primary Malignancy_Other,B540000,1210553016,Malignant neoplasm of adrenal cortex
Primary Malignancy_Other,B540100,1210554010,Malignant neoplasm of adrenal medulla
Primary Malignancy_Other,B540z00,289406011,Malignant tumour of adrenal gland
Primary Malignancy_Other,B541.00,723441000006116,Malignant neoplasm of parathyroid gland
Primary Malignancy_Other,B54X.00,720011000006116,"Malignant neoplasm-pluriglandular involvement,unspecified"
Primary Malignancy_Other,B54y.00,289421017,Malignant neoplasm of other specified endocrine gland
Primary Malignancy_Other,B54z.00,729471000006114,Malig neop of endocrine gland or related structure NOS
Primary Malignancy_Other,B550.00,289424013,"Malignant neoplasm of head, neck and face"
Primary Malignancy_Other,B550000,289425014,Malignant tumour of head and neck
Primary Malignancy_Other,B550100,289426010,Carcinoma of cheek
Primary Malignancy_Other,B550200,289427018,Malignant neoplasm of nose
Primary Malignancy_Other,B550300,289428011,Malignant neoplasm of jaw
Primary Malignancy_Other,B550400,289429015,Malignant tumour of neck
Primary Malignancy_Other,B550500,289430013,Malignant neoplasm of supraclavicular fossa
Primary Malignancy_Other,B550z00,289431012,"Malignant neoplasm of head, neck and face NOS"
Primary Malignancy_Other,B551.00,289432017,Malignant neoplasm of thorax
Primary Malignancy_Other,B551000,289435015,Malignant tumour of axilla
Primary Malignancy_Other,B551100,289436019,Malignant neoplasm of chest wall
Primary Malignancy_Other,B551200,289437011,Malignant neoplasm of intrathoracic site NOS
Primary Malignancy_Other,B551z00,289438018,Malignant neoplasm of thorax NOS
Primary Malignancy_Other,B552.00,289441010,Malignant neoplasm of abdomen
Primary Malignancy_Other,B553.00,722761000006119,Malignant neoplasm of pelvis
Primary Malignancy_Other,B553000,289442015,Malignant neoplasm of inguinal region
Primary Malignancy_Other,B553100,155477015,Malignant neoplasm of presacral region
Primary Malignancy_Other,B553200,155501015,Malignant neoplasm of sacrococcygeal region
Primary Malignancy_Other,B553z00,289445018,Malignant neoplasm of pelvis NOS
Primary Malignancy_Other,B554.00,289446017,Malignant neoplasm of upper limb NOS
Primary Malignancy_Other,B555.00,289447014,Malignant tumour of lower limb
Primary Malignancy_Other,B55y.00,289448016,Malignant neoplasm of other specified sites
Primary Malignancy_Other,B55y000,289449012,Malignant neoplasm of back
Primary Malignancy_Other,B55y100,289450012,Malignant neoplasm of trunk
Primary Malignancy_Other,B55y200,289451011,Malignant neoplasm of flank
Primary Malignancy_Other,B55yz00,289452016,Malignant neoplasm of specified site NOS
Primary Malignancy_Other,B55z.00,723601000006116,Malignant neoplasm of other and ill defined site NOS
Primary Malignancy_Other,B59..00,289561018,Malignant neoplasm of unspecified site
Primary Malignancy_Other,B591.00,289565010,Other malignant neoplasm NOS
Primary Malignancy_Other,B592.00,289566011,Malignant neoplasms of independent (primary) multiple sites
Primary Malignancy_Other,B592X00,755631000006110,Kaposi's sarcoma of multiple organs
Primary Malignancy_Other,B593.00,454091013,Primary malignant neoplasm of unknown site
Primary Malignancy_Other,B595.00,380059013,Malignant tumour of unknown origin
Primary Malignancy_Other,B59z.00,289571016,Malignant neoplasm of unspecified site NOS
Primary Malignancy_Other,B59zX00,755671000006113,"Kaposi's sarcoma, unspecified"
Primary Malignancy_Other,B5y..00,723641000006119,Malignant neoplasm of other and unspecified site OS
Primary Malignancy_Other,B5z..00,289574012,Malignant neoplasm of other and unspecified site NOS
Primary Malignancy_Other,B623.00,445586018,Malignant histiocytosis
Primary Malignancy_Other,B623000,289750011,Malignant histiocytosis of unspecified site
Primary Malignancy_Other,B623100,728571000006118,"Malignant histiocytosis of lymph nodes of head, face and neck"
Primary Malignancy_Other,B623300,154183017,Malignant histiocytosis of intra-abdominal lymph nodes
Primary Malignancy_Other,B623z00,289754019,Malignant histiocytosis NOS
Primary Malignancy_Other,B625.00,745971000006116,Letterer-Siwe disease (clinical)
Primary Malignancy_Other,B625.11,824231000006111,"Histiocytosis X (acute, progressive)"
Primary Malignancy_Other,B625000,289776011,Letterer-Siwe disease of unspecified sites
Primary Malignancy_Other,B625200,154082012,Letterer-Siwe disease of intrathoracic lymph nodes
Primary Malignancy_Other,B625800,154089015,Letterer-Siwe disease of lymph nodes of multiple sites
Primary Malignancy_Other,B625z00,289780018,Letterer-Siwe disease NOS
Primary Malignancy_Other,B626.00,289781019,Malignant mast cell tumours
Primary Malignancy_Other,B626000,289783016,Mast cell malignancy
Primary Malignancy_Other,B626500,716911000006110,Mast cell malignancy of lymph nodes of inguinal region and lower limb
Primary Malignancy_Other,B626800,289791013,Mast cell malignancy of lymph nodes of multiple sites
Primary Malignancy_Other,B626z00,289793011,Malignant mast cell tumour NOS
Primary Malignancy_Other,B62x500,289826016,Malignant immunoproliferative small intestinal disease
Primary Malignancy_Other,B62x600,344806015,True histiocytic lymphoma
Primary Malignancy_Other,B62z.00,289849019,Malignant neoplasms of lymphoid and histiocytic tissue NOS
Primary Malignancy_Other,B62z000,81481000006118,Unspec malig neop lymphoid/histiocytic of unspecified site
Primary Malignancy_Other,B62z100,81421000006117,Unspec malig neop lymphoid/histiocytic lymph node head/neck
Primary Malignancy_Other,B62z200,81451000006114,Unspec malig neop lymphoid/histiocytic of intrathoracic node
Primary Malignancy_Other,B62z300,81401000006110,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes
Primary Malignancy_Other,B62z400,81411000006113,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm
Primary Malignancy_Other,B62z500,81431000006119,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg
Primary Malignancy_Other,B62z600,81441000006112,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes
Primary Malignancy_Other,B62z800,81461000006111,Unspec malig neop lymphoid/histiocytic of multiple sites
Primary Malignancy_Other,B62zz00,403710016,Lymphoid and histiocytic malignancy NOS
Primary Malignancy_Other,B62zz11,411516014,Immunoproliferative neoplasm
Primary Malignancy_Other,B63y.00,289873010,Other immunoproliferative neoplasms
Primary Malignancy_Other,B63z.00,289874016,Immunoproliferative neoplasm or myeloma NOS
Primary Malignancy_Other,B6y..00,727811000006111,Malignant neoplasm lymphatic or haematopoietic tissue OS
Primary Malignancy_Other,B6z..00,289987014,Malignant neoplasm lymphatic or haematopoietic tissue NOS
Primary Malignancy_Other,B6z0.00,173950019,Kaposi's sarcoma of lymph nodes
Primary Malignancy_Other,BB57.00,304661000006114,Adenocarcinoma - intestinal type
Primary Malignancy_Other,BB5h100,305011000006117,Adrenal cortical carcinoma
Primary Malignancy_Other,BBcC.00,305081000006112,Asthesioneuroblastoma
Primary Malignancy_Other,BBcC.11,314231000006116,Olfactory neuroblastoma
Primary Malignancy_Other,BBcD.11,314241000006114,[M]Olfactory neuroepithelioma
Primary Malignancy_Other,BBm4.00,1220820016,[M]True histiocytic lymphoma
Primary Malignancy_Other,BBT1.00,309741000006117,Haemangiosarcoma
Primary Malignancy_Other,BBT7100,309641000006111,"[M]Haemangioendothelioma, malignant"
Primary Malignancy_Other,Byu1200,292102015,"[X]Malignant neoplasm of intestinal tract, part unspecified"
Primary Malignancy_Other,Byu1300,396651000006117,Malignant neoplasm of gastrointestinal tract
Primary Malignancy_Other,Byu2400,396511000006119,[X]Malignant neoplasm/ill-defined sites within resp system
Primary Malignancy_Other,Byu2500,292110019,Malignant tumour of mediastinum
Primary Malignancy_Other,Byu5300,292128017,"[X]Kaposi's sarcoma, unspecified"
Primary Malignancy_Other,Byu5400,396601000006116,Malignant neoplasm of peripheral nerves of trunk
Primary Malignancy_Other,Byu5500,396111000006110,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system
Primary Malignancy_Other,Byu5700,292132011,"[X]Malignant neoplasm of peritoneum, unspecified"
Primary Malignancy_Other,Byu5800,396091000006118,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified"
Primary Malignancy_Other,Byu5900,396501000006117,"[X]Malignant neoplasm/connective + soft tissue,unspecified"
Primary Malignancy_Other,Byu5B00,292136014,Kaposi's sarcoma (clinical)
Primary Malignancy_Other,Byu7000,292139019,"[X]Malignant neoplasm of uterine adnexa, unspecified"
Primary Malignancy_Other,Byu7100,396531000006113,Malignant tumor of female genital organ
Primary Malignancy_Other,Byu7300,292142013,"[X]Malignant neoplasm of female genital organ, unspecified"
Primary Malignancy_Other,Byu8000,396541000006115,[X]Malignant neoplasm/other specified male genital organs
Primary Malignancy_Other,Byu8200,292146011,"[X]Malignant neoplasm of male genital organ, unspecified"
Primary Malignancy_Other,Byu9000,292148012,Malignant neoplasm of urinary organ
Primary Malignancy_Other,ByuB.00,292154013,Malignant neoplasm of endocrine gland
Primary Malignancy_Other,ByuB100,292156010,Malignant neoplasm of endocrine gland
Primary Malignancy_Other,ByuC.00,396281000006111,"[X]Malignant neoplasm of ill-defined, secondary and unspecified sites"
